Participant,uppercase value,maps to body part concept,maps to preservation type concept,in language,with n (Occurrences) =,,,,,,,,,,,,,,,,notes
Carla Cicero,"LIVER (FROZEN); SKIN, STUDY; HEART, KIDNEY (FROZEN); SKELETON; MUSCLE (FROZEN)",LIVER | SKIN | HEART | KIDNEY | SKELETON | MUSCLE,FROZEN | ROUND | FROZEN | FROZEN | X | FROZEN,,1,,,,,,,,,,,,,,,,
Carla Cicero,"LIVER (FROZEN); SKIN, STUDY; SKELETON, PARTIAL; HEART, KIDNEY, MUSCLE (FROZEN); MUSCLE (FROZEN) SAMPLE",LIVER | SKIN | SKELETON_PARTIAL | HEART | KIDNEY | MUSCLE,FROZEN | ROUND | FROZEN | FROZEN | X | FROZEN,,1,,,,,,,,,,,,,,,,
Carla Cicero,M. HUKARI 041,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,M. HUKARI 092,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,M. HUKARI 135,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,M. HUKARI 185,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,M. MILBERGER 01,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,M. RADFORD 04,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,M.MOON/R.DROKER,blank,,,2,,,,,,,,,,,,,,,,
Carla Cicero,MEDIA,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,MISC; TISSUE; SKIN STUDY; TOEPAD; FEATHER,TISSUE | SKIN | TOEPAD | FEATHER,UNKNOWN | X | X | X,,1,,,,,,,,,,,,,,,,"Assumed that toe pad and feather are dried, but should be confirmed."
Carla Cicero,MISC: 1 DRIED TONGUE,TONGUE,DRIED,,117,,,,,,,,,,,,,,,,
Carla Cicero,MISC: 1 WING + UPPER MANDIBLE,WING | SKULL_PARTIAL,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,MISC: DRIED STOMACH,STOMACH,DRIED,,3,,,,,,,,,,,,,,,,
Carla Cicero,MOULD OF STERNUM,STERNUM,CAST,,3,,,,,,,,,,,,,,,,Not sure if 'cast' is correct here?
Carla Cicero,"MUSCLE (FROZEN); HEART, LIVER (FROZEN); WHOLE ORGANISM (ETHANOL)",MUSCLE | HEART | LIVER | WHOLE_BODY,FROZEN | FROZEN | FROZEN | ETHANOL,,2,,,,,,,,,,,,,,,,
Carla Cicero,NEST WITH EGGS | TISSUE,NEST | EGG | TISSUE,X | X | UNKNOWN,,6,,,,,,,,,,,,,,,,
Carla Cicero,NO DATA - 1,blank,,,1577,,,,,,,,,,,,,,,,
Carla Cicero,O. J. MURIE,blank,,,5,,,,,,,,,,,,,,,,
Carla Cicero,OBSERVATION; TISSUE (95% ETHANOL),TISSUE,ETHANOL95,,6,,,,,,,,,,,,,,,,
Carla Cicero,ONE WING ONLY,WING,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,OTHER; FLUID STOMACH CONTENTS; TISSUE; PARASITES; SKIN FLAT; TOEPAD; FEATHER,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,P. RASMUSSEN 12.5A,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PALEO: 1 MAXILLA FRAG. ?,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PALEO: 1 QUADRATE FRAG.,blank,,,2,,,,,,,,,,,,,,,,FossilSpecimen
Carla Cicero,PALEO: 1 RADIUS FRAG.,blank,X,,29,,,,,,,,,,,,,,,,FossilSpecimen
Carla Cicero,PALEO: 2 QUADRATES,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PALEO: 4 HUMERUS FRAGMENTS,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PALEO: HYOID,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PALEO: PELVIS FRAGMENTS,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PALEO: PHALANX (?) FRAGMENT,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,POST-CRANIAL SKELETON - 1,SKELETON_PARTIAL,X,,61,,,,,,,,,,,,,,,,
Carla Cicero,POSTCRANIAL SKELETON (COMPLETE) | SKIN (FLAT) | SKULL (COMPLETE),SKELETON_PARTIAL | SKIN | SKULL,X | FLAT | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,POSTCRANIAL SKELETON (COMPLETE) | SKIN (FOOT) | SKULL (COMPLETE) | ONE WING,SKELETON | FOOT | SKULL | WING,X | DRIED | X | X,,2,,,,,,,,,,,,,,,,
Carla Cicero,POSTCRANIAL SKELETON (COMPLETE) | SKULL (COMPLETE) | ONE WING,SKELETON_PARTIAL | SKULL | WING,X | X | X,,4,,,,,,,,,,,,,,,,
Carla Cicero,POSTCRANIAL SKELETON (PARTIAL) | SKIN (PARTIAL ROUND) | SKULL (COMPLETE),SKELETON_PARTIAL | SKIN_PARTIAL | SKULL,X | X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER 366-174,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER 553-341,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 001-227,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 005.244,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 017.295,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 035.440,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 042.952,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 154-280,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 154-286,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 253-294,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 299-175,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 391-406,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 421-406,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 446-293,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 514-284 / 766-197,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 591-239,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 768-341,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 822-284,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 922-065,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,PREPARATIENUMMER: 979-065,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,"PREPARATIENUMMER: NIET TE VINDEN, KOMT UIT TT. BR. LANDSCHAP",blank,,,7,,,,,,,,,,,,,,,,"Ignoring the ""sample"" for now as I think those are subsamples for a loan, as in Arctos, which shouldn't be published to aggregators. Assume that TOEPAD is dried which should be default, but could also be frozen so put UNKNOWN. Same for feather."
Carla Cicero,PREPARATIENUMMER:251-294,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,QUADRATE FRAGMENT,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 055,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1033,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 110,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1143,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1165,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1194,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1243,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1289,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1341,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1362,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 1387,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 145,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 146,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 172,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 398,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 488,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 739,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 788,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 833,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 853,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 858,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 892,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 899,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER 936,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER B-40,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER B-69,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER B-7,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER B-78,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. D. DROKER B12,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R. ELLINGTON-LAWRENCE 01,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,R.D. DROKER 217,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,RNP 020,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,RNP 045,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,RNP 081,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,RNP 085,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,S. D. THORP 05,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,S. D. THORP 41,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,S. G. JEWETT 14987,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,S. G. JEWETT 15022,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,S.G. JEWETT 14348,blank,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SANG. - 1,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SCAPULA FRAGMENT,SCAPULA,X,,9,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; |TISSUE; Y; ML; |WINGS_TAIL; Y; RIGHT SPREAD WING;,SKELETON | MUSCLE | LIVER | WING,X | UNKNOWN | UNKNOWN | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCH TO CSIRO AUSTRALIA 19 SEP 1986,SKELETON,X,,2,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCH TO CSIRO AUSTRALIA 19 SEP 1986.,SKELETON,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCH TO MONTANA STATE UNIV. 3/2003,SKELETON,X,,3,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCH TO MUS. OF VICTORIA 25 MAR 1987,SKELETON,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCH TO MUS. VERT. ZOOL.  SEP 1952.,SKELETON,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCH TO UNIV. KANSAS MUS. NAT. HIST. 3 AUG 1984,SKELETON,X,,4,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; EXCH; EXCHANGED TO U.S. FISH & WILDLIFE SERVICE 21 MAY 1964.,SKELETON,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; N; BODY SKEL; |SKIN; Y;,SKELETON_PARTIAL | SKIN,X | X,,5,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; |SKIN; Y; PARTIAL SKIN; |SYRINX; Y; |TISSUE; Y; M, H, L;",SKELETON | SKIN_PARTIAL | SYRINX | MUSCLE | HEART | LIVER,X | X | UNKNOWN | UNKNOWN |  UNKNOWN | UNKNOWN,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; Y; |SYRINX; Y; |TISSUE; N; |WINGS_TAIL; Y; WING;,SKELETON | SYRINX | WING,X | UNKNOWN | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; Y; |SYRINX; Y; |TISSUE; Y; |WINGS_TAIL; Y; L SPREAD WING;,SKELETON | SYRINX | TISSUE | WING,X | UNKNOWN | UNKNOWN | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; |SYRINX; Y; |TISSUE; Y; M, L;",SKELETON | SYRINX | MUSCLE | LIVER,X | UNKNOWN | UNKNOWN | UNKNOWN,,2,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; Y; |WINGS_TAIL; Y; LEFT WING;,SKELETON | WING,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; |WINGS_TAIL; Y; R WING, NO COVERTS;",SKELETON | WING,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; BROKEN: R HUMERUS, L ULNA, L FEMUR;",SKELETON,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; Y; MOST OF L. PINION MISSING,SKELETON,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; Y; MOUNTED SKELETON;,SKELETON,MOUNT,,2,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; NO HEAD, RIGHT WING MISSING PAST HUMERUS; |SYRINX; Y; |WINGS_TAIL; Y; WING FEATHERS;",SKELETON_PARTIAL | SYRINX | FEATHER,X | UNKNOWN | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL; Y; PART TRUNK;,SKELETON_PARTIAL,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; PARTIAL SKELETON, NO SKULL; |SKIN; Y; |TISSUE; Y; |WINGS_TAIL; Y; SPREAD WING;",SKELETON_PARTIAL | SKIN | TISSUE | WING,X | X | UNKNOWN | X,,2,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; SKULL, MANDIBLE & HYOID ONLY;",SKELETON | SKULL_PARTIAL,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKEL; Y; TRUNK, 1 WING, TONGUE, EYES; |SKIN; Y; |TISSUE; Y; M; |WINGS_TAIL; Y; SPREAD WING;",,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKEL. & SPREAD WING,SKELETON | WING,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON - ; COMPLETE HUMERUS,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON - ; LEG & WING BONES & SKULL,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON - ; PECTORAL ELEMENTS,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON - ; SKULL & BODY,,,,6,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON - ; STERNUM & IMPERFECT SKULL,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON - BODY,,,,2,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON (BODY) | SKIN (STUDY) | TISSUE,SKELETON_PARTIAL | SKIN | TISSUE,X | X | UNKNOWN,,12,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON (BROKEN R TIBIOTARSUS & L HUMERUS); TISSUE FROZEN,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON (PARTIAL SKELETON), TISSUE, HEART, LIVER (PARTIAL SKELETON), SKIN (PARTIAL SKELETON), TISSUE, HEART, LIVER, SKIN",,,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON (PARTIAL SKELETON), TISSUE, SKIN (SPREAD WING) (PARTIAL SKELETON)",,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON (PARTIAL),SKELETON_PARTIAL,X,,74,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON (R. WING BROKEN); WING; TISSUE FROZEN,SKELETON | WING | TISSUE,X | X | FROZEN,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON (SKULL) (SKULL),SKULL,X,,2,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON AND WING | TISSUE,SKELETON | WING | TISSUE,X | X | UNKNOWN,EN,2499,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, PARTIAL; KIDNEY, LIVER (FROZEN); WING; MUSCLE (FROZEN); ENDOPARASITE (ETHANOL)",SKELETON _PARTIAL | KIDNEY | LIVER | WING | MUSCLE | ENDOPARASITE,X | FROZEN | FROZEN | X | FROZEN | ETHANOL,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, PARTIAL; MUSCLE (FROZEN)",SKELETON_PARTIAL | MUSCLE,X | FROZEN,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, PARTIAL; MUSCLE (FROZEN); ENDOPARASITE (ETHANOL); HEART, KIDNEY, LIVER (FROZEN); SKIN, STUDY",SKELETON_PARTIAL | MUSCLE | ENDOPARASITE | HEART | KIDNEY | LIVER | SKIN,X | FROZEN | ETHANOL | FROZEN | FROZEN | FROZEN | ROUND,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, PARTIAL; SKIN, STUDY; ENDOPARASITE (ETHANOL); HEART, KIDNEY, LIVER (FROZEN); MUSCLE (FROZEN); MUSCLE (FROZEN) SAMPLE",SKELETON_PARTIAL | SKIN | ENDOPARASITE |  HEART | KIDNEY | LIVER | MUSCLE,X | ROUND | ETHANOL | FROZEN | FROZEN | FROZEN | FROZEN,,1,,,,,,,,,,,,,,,,"Ignored sample for now, looks like Arctos subsample for loan which shouldn't be published to data aggregators."
Carla Cicero,"SKELETON, PARTIAL; SKIN, STUDY; LIVER (FROZEN); HEART, KIDNEY, MUSCLE (FROZEN)",SKELETON_PARTIAL | SKIN | LIVER | HEART | KIDNEY | MUSCLE,X | ROUND | FROZEN |  FROZEN | FROZEN | FROZEN,,14,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, PARTIAL; SKIN, STUDY; MUSCLE (FROZEN); HEART, KIDNEY, LIVER (FROZEN); ENDOPARASITE (ETHANOL)",SKELETON_PARTIAL | SKIN | MUSCLE | HEART | KIDNEY | LIVER | ENDOPARASITE,X | ROUND | FROZEN |  FROZEN | FROZEN | FROZEN | ETHANOL,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, PARTIAL; WING; MUSCLE (FROZEN); LIVER (FROZEN); HEART, KIDNEY (FROZEN)",SKELETON_PARTIAL | WING | MUSCLE | LIVER | HEART | KIDNEY,X | X | FROZEN | FROZEN | FROZEN | FROZEN |,,2,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, POSTCRANIAL; MUSCLE (FROZEN); LIVER (FROZEN); HEART, KIDNEY (FROZEN); SKIN, STUDY; ENDOPARASITE (ETHANOL)",SKELETON_PARTIAL | MUSCLE | LIVER | HEART | KIDNEY | SKIN | ENDOPARASITE,X | FROZEN | FROZEN | FROZEN | FROZEN | ROUND | ETHANOL,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON, SPREAD WING",SKELETON | WING,X | X,EN,392,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON; HEART (FROZEN); KIDNEY (FROZEN); LIVER (FROZEN); MUSCLE (FROZEN); FEATHER,SKELETON | HEART | KIDNEY | LIVER | MUSCLE | FEATHER,X |  FROZEN | FROZEN | FROZEN | FROZEN | UNKNOWN,,3,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON; HEART, LIVER (FROZEN)",SKELETON |  HEART | LIVER,X | FROZEN | FROZEN,,33,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON; MUSCLE (FROZEN); HEART, KIDNEY, LIVER (FROZEN); SKIN, STUDY",SKELETON | MUSCLE | HEART | KIDNEY | LIVER | SKIN,X |  FROZEN | FROZEN | FROZEN | FROZEN | ROUND,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETON; MUSCLE (FROZEN); LIVER (FROZEN); HEART, KIDNEY (FROZEN); ENDOPARASITE (95% ETHANOL)",SKELETON | MUSCLE | LIVER | HEART | KIDNEY | ENDOPARASITE,X |  FROZEN | FROZEN | FROZEN | FROZEN | ETHANOL95,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON; TISSUE FROZEN,SKELETON | TISSUE,X | FROZEN,EN,991,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON:  PARTIAL; SKIN: PARTIAL,SKELETON_PARTIAL | SKIN_PARTIAL,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETON: PARTIAL; ALCOHOLIC: PARTIAL; SKIN: WHOLE,SKELETON_PARTIAL | TRUNK | SKIN,X | FLUID | ROUND,,1,,,,,,,,,,,,,,,,"Assumed that partial alcoholic is a trunk fluid, since there is also a skin and skel?"
Carla Cicero,SKELETON/WING/TISSUE SAVED,SKELETON | WING | TISSUE,X | X | UNKNOWN,,23,,,,,,,,,,,,,,,,
Carla Cicero,SKELETONPART(S) | NO TREATMENT,SKELETON_PARTIAL,X,,2,,,,,,,,,,,,,,,,
Carla Cicero,"SKELETONPART(S)(VERTEBRA, RIBS, STERNUM) | NO TREATMENT",SKELETON_PARTIAL,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKELETONPART(S)(WING) | NO TREATMENT,SKELETON_PARTIAL | WING,X | X,,11,,,,,,,,,,,,,,,,
Carla Cicero,SKIN - ; BODY IN SPIRITS,SKIN | TRUNK,X | FLUID,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN - ; MUMMY (FOR SKELETON),,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN - ; SPREAD WING ONLY,WING,X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN (DRY); SKIN (DRY) SAMPLE; SKIN (DRY) SAMPLE; SKIN (DRY) SAMPLE,SKIN,X,,3,,,,,,,,,,,,,,,,"Ignored sample for now, looks like Arctos subsample for loan which shouldn't be published to data aggregators."
Carla Cicero,SKIN (DRY); TISSUE (FLASH-FROZEN); TISSUE (FLASH-FROZEN); TISSUE (RNALATER),SKIN | TISSUE | TISSUE | TISSUE,X | FLASH_FROZEN | FLASH_FROZEN | BUFFER_RNALATER,,16,,,,,,,,,,,,,,,,
Carla Cicero,SKIN (DRY); TISSUE (FROZEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (FROZEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN),SKIN | TISSUE | TISSUE | TISSUE | TISSUE,X | FROZEN | VAPORPHASE_N2 | FROZEN | VAPORPHASE_N2,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN (DRY); TISSUE (LYSIS BUFFER: 4°C); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (RNALATER: VAPOR PHASE NITROGEN); TISSUE (FROZEN: VAPOR PHASE NITROGEN); TISSUE (RNALATER: VAPOR PHASE NITROGEN); TISSUE (RNALATER: VAPOR PHASE NITROGEN); TISSUE (RNALATER: VAPOR PHASE NITROGEN); SPREAD WING (DRY); TISSUE (FROZEN: VAPOR PHASE NITROGEN),,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN (DRY); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER); TISSUE (RNALATER) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN (FLAT SKIN) (FLAT SKIN),SKIN,FLAT,,43,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN (FLAT SKIN) (FLAT SKIN), SKELETON, TISSUE (FLAT SKIN), TISSUE, SKELETON",,,,2,,,,,,,,,,,,,,,,
Carla Cicero,SKIN (FROZEN); LIVER (FROZEN); LIVER (FROZEN) SAMPLE; LIVER (FROZEN) SAMPLE,,,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN (SCHMOO PREP.), SKELETON (SCHMOO PREP.), SKELETON (SCHMOO PREP.)",SKIN_PARTIAL | SKELETON_PARTIAL,X | X,,2,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN (SKIN AND SEPARATE FLAT WING), FEATHER SAMPLES (SKIN AND SEPARATE FLAT WING), FEATHER SAMPLES (SKIN AND SEPARATE FLAT WING)",,,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN + SKELELTON,SKIN| SKELETON,X | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,SKIN STUDY; TISSUE; SKELETON PARTIAL; TOEPAD; FEATHER; BONE SAMPLE,SKIN | TISSUE | SKELETON_PARTIAL | TOEPAD | FEATHER,X |  UNKNOWN | X | X | X,,7,,,,,,,,,,,,,,,,"Assumed that toe pad and feather are dried, but should be confirmed."
Carla Cicero,"SKIN, BODY; SKELETON; SKELETON SAMPLE; SKIN, BODY SAMPLE",SKIN_PARTIAL | SKELETON,X | X,,2,,,,,,,,,,,,,,,,"Ignored sample for now, looks like Arctos subsample for loan which shouldn't be published to data aggregators."
Carla Cicero,"SKIN, FEATHERS",SKIN | FEATHER,X | X,,3,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, FLAT; FEATHER",SKIN | FEATHER,FLAT | X,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, FLAT; SKELETON; HEART, KIDNEY, LIVER, MUSCLE (FROZEN); MUSCLE (FROZEN); HEART, KIDNEY (FROZEN); LIVER (FROZEN)",SKIN | SKELETON | HEART | KIDNEY | LIVER | MUSCLE | MUSCLE | HEART | KIDNEY | LIVER,FLAT | X | FROZEN | FROZEN | FROZEN | FROZEN | FROZEN | FROZEN | FROZEN | FROZEN,,2,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, MOUNTED (PARTIALLY OPEN WINGS; FREEZE-DRIED)",SKIN,MOUNT_FREEZEDRIED,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, MOUNTED (PERCHED WITH WINGS SLIGHTLY OPEN)",SKIN,MOUNT,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, MOUNTED (RELAXED MOUNT)",SKIN,MOUNT,,3,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, MOUNTED (WINGS OPEN)",SKIN,MOUNT,,1,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, ROUND",SKIN,ROUND,EN,101056,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, ROUND (EXCHANGED TO CARNEGIE MUSEUM, PITTSBURGH, PA IN 1960)",SKIN,ROUND,,9,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, ROUND (EXCHANGED TO INST. NAC. DE LAS CIENCIAS NATURALES, BUENOS AIRES, ARGENTINA)",SKIN,ROUND,,8,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, ROUND (EXCHANGED TO PARIS MUSEUM IN 1953)",SKIN,ROUND,,12,,,,,,,,,,,,,,,,
Carla Cicero,"SKIN, ROUND (EXCHANGED TO USNM IN 1954)",SKIN,ROUND,,1,,,,,,,,,,,,,,,,
